,경상대,광양항세방,구미,남동발전_본사사옥,영동,예천,남제주소내,부산복합자재창고,부산복합1단계,부산수처리장,부산신항,부산본부,삼척소내,신인천소내,신인천전망대,신인천해수취수구,영월본부,영월철도부지,위미2리,인천수산정수장,하동공설운동장,하동변전소,하동보건소,하동본부,하동정수장,하동하수처리장,광양항,당진,당진매립장_송악,당진자재창고,동해,수원환경사업소,황금물류센터,세종시폐기물매립장,연성정수장,영암에프원b,대구,신안
127,,,,,Sc,,,ScAs,ScAs,ScAs,ScAs,ScAs,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,ScAc,Sc,As,Sc,ScAs
128,,,,,Sc,,,ScAc,ScAc,ScAc,ScAc,ScAc,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,ScAc,Sc,Ac,Sc,Ac
129,,,,,Sc,,,ScAc,ScAc,ScAc,ScAc,ScAc,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,ScAc,Sc,Ac,Sc,Ac
130,,,,,,,,Sc,Sc,Sc,Sc,Sc,,ScCi,ScCi,ScCi,,,,ScCi,,,,,,,,Sc,Sc,Sc,,,,,ScCi,Ac,Sc,Ac
131,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,ScCi,ScCi,ScCi,,,,ScCi,,,,,,,,Sc,Sc,Sc,,Sc,,,ScCi,Ac,Sc,Ac
132,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,ScCi,ScCi,ScCi,,,,ScCi,,,,,,,,Sc,Sc,Sc,,Sc,,,ScCi,Sc,Sc,
133,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,ScCi,ScCi,ScCi,,,,ScCi,,,,,,,,Sc,Sc,Sc,,Sc,,Sc,ScCi,Sc,Sc,
134,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,Sc,Sc,Sc,Sc,
135,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,Sc,Sc,,Sc,Sc
136,,,,,Sc,,,Sc,Sc,Sc,Sc,Sc,,Sc,Sc,Sc,,,,Sc,,,,,,,,Sc,Sc,Sc,,Sc,,Sc,Sc,,Sc,Sc
